                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.7935,                 1.4609,                 2.4945,                0.62355,                0.55319,                0.61631,                0.24008,                 2.1231,                 1.6852,                 3.0102,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.6792,                 1.3817,                 2.3379,                0.54781,                0.59288,                0.58998,                0.22397,                 2.2203,                 1.7299,                 2.9288,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.7223,                 1.3732,                 2.3371,                0.66316,                0.51064,                0.61148,                0.23175,                 2.2062,                 1.6566,                 2.9186,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.7098,                 1.2656,                 2.3287,                0.67131,                0.57447,                0.64047,                0.27655,                 2.1801,                 1.5734,                  2.877,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.6589,                 1.2384,                 2.2729,                  0.778,                0.51064,                0.63169,                0.23423,                  2.127,                 1.6952,                 2.9248,               0.001307,               0.001307,               0.001307
                     37,                 1.6631,                 1.2565,                 2.2552,                0.66507,                0.59574,                0.59963,                0.22211,                 2.2443,                 1.6468,                 3.0688,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.6562,                 1.1939,                 2.2928,                0.66754,                0.57447,                0.63121,                0.24097,                 2.2226,                  1.594,                 2.9967,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.6925,                 1.2022,                 2.2581,                0.62485,                0.53157,                0.49164,                0.18952,                 2.2767,                  1.729,                 3.1136,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.5878,                 1.2015,                 2.2148,                 0.7818,                 0.6383,                0.73824,                0.31023,                 2.0427,                 1.3823,                  2.751,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.5076,                 1.1192,                 2.1103,                0.64339,                0.55319,                0.60858,                0.25418,                 2.1683,                 1.6862,                 2.9961,               0.001208,               0.001208,               0.001208
                     42,                 1.5421,                  1.076,                   2.17,                0.88864,                0.50939,                0.68807,                 0.2854,                 2.2122,                 1.5569,                 2.9763,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.5398,                 1.0969,                  2.125,                0.64236,                0.59574,                0.65649,                0.30958,                 1.9373,                 1.4276,                 2.7161,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.5206,                 1.0935,                 2.1521,                0.59527,                0.65719,                0.65458,                0.29543,                 2.0054,                 1.3766,                 2.6801,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.5032,                 1.0296,                  2.082,                  0.791,                0.68085,                0.75014,                0.34255,                 1.9593,                 1.3572,                 2.6217,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.4459,                 1.0038,                 1.9979,                0.67028,                0.61702,                0.65492,                0.27011,                 2.0465,                 1.5378,                 2.6824,               0.001109,               0.001109,               0.001109
                     47,                 1.4249,                0.99471,                 2.0455,                0.78478,                0.59574,                0.70872,                0.28994,                 2.1673,                 1.4067,                 2.8858,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.4517,                 1.0398,                 2.0512,                0.54203,                0.74468,                0.71208,                 0.3061,                 2.0795,                 1.3638,                  2.796,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.4242,                 1.0103,                 1.9866,                0.71623,                0.61702,                 0.7169,                0.29316,                 2.2035,                 1.3675,                 2.9846,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.4231,                0.99913,                 2.0085,                0.66237,                0.62623,                 0.6559,                0.29559,                 2.1243,                 1.6541,                 2.8292,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.3661,                0.97327,                   2.02,                0.68671,                0.65301,                0.69305,                0.29749,                 2.2122,                   1.37,                 2.9777,                0.00101,                0.00101,                0.00101
                     52,                 1.3453,                0.90773,                 1.9706,                0.79709,                0.58521,                0.68508,                0.31516,                 2.1042,                 1.4249,                 2.8317,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.3223,                0.91813,                 1.9562,                0.94541,                0.51064,                0.69152,                0.30762,                 2.1422,                 1.4914,                 2.8927,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.2675,                0.88196,                  1.872,                0.73202,                0.68085,                0.71574,                0.30792,                 2.2179,                 1.3848,                 2.9372,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.2959,                0.87515,                 1.8917,                0.79233,                0.65957,                0.72941,                0.27914,                 2.2875,                 1.3296,                 3.0823,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.2951,                0.84765,                 1.8904,                0.64597,                0.54363,                0.60579,                0.23014,                 2.3356,                 1.6659,                 3.1532,               0.000911,               0.000911,               0.000911
                     57,                 1.2945,                0.87937,                 1.8732,                0.70719,                0.66816,                 0.7169,                0.32263,                 2.0631,                 1.3636,                  2.816,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.2458,                0.82448,                 1.8449,                0.70753,                0.61768,                0.70685,                0.29353,                 2.1094,                 1.4135,                 2.8634,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.2428,                0.82774,                 1.8584,                0.68767,                0.68085,                0.67795,                0.30324,                 2.1646,                 1.4146,                 2.7998,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.2109,                0.80969,                 1.8255,                0.78909,                 0.4778,                0.63875,                0.29447,                 2.1605,                 1.3238,                 2.8474,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.2283,                0.77555,                 1.8018,                0.83881,                0.61702,                0.75123,                0.34415,                 2.0945,                 1.2625,                 2.7458,               0.000812,               0.000812,               0.000812
                     62,                 1.1497,                0.75128,                 1.7608,                 0.7299,                0.65957,                 0.7032,                0.33643,                 2.0492,                 1.4527,                 2.7214,              0.0007922,              0.0007922,              0.0007922
                     63,                   1.26,                0.79226,                 1.7957,                0.83022,                0.55319,                0.69075,                0.29342,                 2.1782,                  1.404,                 2.9723,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.1999,                0.80502,                 1.7966,                0.61248,                0.61702,                0.62795,                0.27361,                 2.1964,                 1.2755,                 3.0686,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.1279,                0.77391,                 1.7144,                0.72501,                0.61702,                0.70793,                0.33215,                 2.0867,                 1.3171,                 2.9138,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.1621,                 0.7864,                 1.7751,                0.71309,                0.63465,                0.70214,                0.32595,                 2.0835,                 1.3427,                 2.8511,               0.000713,               0.000713,               0.000713
                     67,                 1.1126,                0.71921,                  1.687,                0.80105,                 0.5141,                0.70035,                0.32051,                 2.1407,                   1.36,                 2.9166,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.1218,                 0.7218,                 1.7332,                0.92361,                0.55319,                0.73909,                0.32022,                 2.1606,                 1.4622,                 2.8598,              0.0006734,              0.0006734,              0.0006734
                     69,                  1.092,                0.68034,                 1.6809,                0.81622,                0.59574,                0.70961,                0.33048,                 2.0729,                 1.4287,                 2.8066,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.0863,                0.68654,                 1.6912,                0.82847,                0.68085,                0.78699,                0.33744,                 2.1174,                  1.257,                  2.922,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.0575,                0.69077,                 1.6653,                0.92765,                0.54575,                0.71593,                0.31432,                 2.1996,                 1.3371,                 3.0022,               0.000614,               0.000614,               0.000614
                     72,                 1.0399,                0.65592,                 1.6189,                0.84579,                0.58362,                0.69742,                0.32458,                 2.0942,                 1.3764,                 2.9331,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.0531,                0.66133,                 1.6399,                0.82724,                0.65957,                0.75029,                0.33824,                 2.1648,                 1.3711,                 2.9836,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.0225,                0.65548,                 1.6347,                0.93467,                0.60899,                0.76025,                0.36219,                  2.037,                 1.2747,                 2.8379,              0.0005546,              0.0005546,              0.0005546
                     75,                0.98403,                0.64247,                 1.5985,                0.88815,                0.59574,                0.73288,                0.34139,                 2.1019,                 1.2512,                 2.9191,              0.0005348,              0.0005348,              0.0005348
                     76,                0.99442,                0.61824,                 1.6082,                0.76678,                0.61702,                0.69469,                0.33598,                 2.0961,                 1.2152,                 2.9633,               0.000515,               0.000515,               0.000515
                     77,                0.99085,                0.59343,                 1.5561,                0.88601,                 0.6383,                0.75386,                0.35349,                 2.0706,                 1.3388,                 2.9373,              0.0004952,              0.0004952,              0.0004952
                     78,                0.93684,                0.58258,                 1.5302,                0.83947,                0.61702,                0.72343,                0.34885,                 2.1222,                 1.3031,                 2.9696,              0.0004754,              0.0004754,              0.0004754
                     79,                0.94861,                 0.6075,                  1.546,                0.75237,                0.61702,                0.70301,                0.34955,                 2.1047,                 1.3246,                 2.9583,              0.0004556,              0.0004556,              0.0004556
                     80,                0.90352,                0.54174,                 1.5236,                0.82953,                0.65957,                0.74066,                0.34568,                 2.0689,                 1.3889,                 2.9021,              0.0004358,              0.0004358,              0.0004358
                     81,                0.89344,                0.54123,                 1.4937,                0.93928,                0.65834,                0.75334,                0.33357,                 2.1397,                 1.3313,                 3.0257,               0.000416,               0.000416,               0.000416
                     82,                0.87918,                0.57154,                 1.4714,                0.83476,                0.65957,                0.74451,                0.33124,                 2.1027,                 1.3004,                 2.9811,              0.0003962,              0.0003962,              0.0003962
                     83,                0.87717,                0.56122,                 1.4775,                0.90885,                 0.6383,                0.76944,                 0.3644,                 2.0518,                 1.2485,                 2.9325,              0.0003764,              0.0003764,              0.0003764
                     84,                0.88095,                0.56377,                 1.4896,                0.91704,                0.61702,                0.76068,                0.35837,                 2.0874,                 1.2341,                 2.9649,              0.0003566,              0.0003566,              0.0003566
                     85,                0.86606,                0.56705,                 1.5151,                0.81269,                 0.6383,                0.71543,                0.34609,                 2.1049,                 1.3656,                 2.9164,              0.0003368,              0.0003368,              0.0003368
                     86,                0.83348,                0.55686,                 1.4267,                0.80795,                0.59574,                 0.6932,                0.33436,                 2.0657,                 1.4234,                 2.9224,               0.000317,               0.000317,               0.000317
                     87,                0.87189,                0.51463,                 1.4558,                0.85048,                0.59574,                0.72413,                0.34702,                 2.0263,                 1.4184,                 2.9555,              0.0002972,              0.0002972,              0.0002972
                     88,                0.84827,                0.54499,                 1.4464,                  0.804,                0.61106,                0.68839,                0.36022,                 2.0154,                 1.4545,                 2.9163,              0.0002774,              0.0002774,              0.0002774
                     89,                0.80317,                0.52167,                 1.4109,                0.73082,                0.59574,                0.66796,                0.33188,                 2.1077,                 1.3282,                 3.0141,              0.0002576,              0.0002576,              0.0002576
                     90,                0.79811,                0.50844,                 1.4283,                0.84707,                0.58937,                0.70731,                0.34342,                 2.0962,                 1.2965,                 2.9749,              0.0002378,              0.0002378,              0.0002378
                     91,                0.77939,                0.48887,                 1.3885,                 0.8325,                0.61702,                0.73084,                0.35671,                 2.0844,                 1.2623,                 3.0149,               0.000218,               0.000218,               0.000218
                     92,                0.78456,                0.51041,                 1.3699,                0.81459,                0.59574,                0.70825,                0.34785,                 2.1379,                  1.202,                 3.1713,              0.0001982,              0.0001982,              0.0001982
                     93,                0.79775,                0.49981,                 1.3921,                0.79138,                0.59574,                0.70334,                 0.3444,                 2.2084,                 1.2413,                 3.3245,              0.0001784,              0.0001784,              0.0001784
                     94,                0.71472,                 0.4887,                 1.3277,                0.80117,                0.61702,                0.70267,                0.32822,                 2.1774,                 1.2445,                 3.2563,              0.0001586,              0.0001586,              0.0001586
                     95,                 0.7461,                0.47659,                 1.3787,                0.85551,                0.61702,                0.71137,                0.34544,                 2.1183,                 1.2337,                 3.1657,              0.0001388,              0.0001388,              0.0001388
                     96,                0.73696,                0.49868,                 1.3355,                0.89097,                0.61702,                0.73936,                0.35239,                 2.1223,                 1.2075,                 3.1598,               0.000119,               0.000119,               0.000119
                     97,                0.70104,                0.44327,                 1.3189,                0.87453,                0.59327,                0.70176,                0.33814,                 2.1126,                 1.2484,                 3.1403,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.70897,                0.47731,                 1.3263,                0.87488,                0.59514,                0.70526,                0.34034,                 2.1323,                 1.2409,                 3.1342,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.69324,                0.45595,                  1.326,                0.87261,                0.59574,                0.71647,                0.34418,                 2.1422,                 1.2159,                 3.2079,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.68475,                0.43108,                 1.3218,                0.86367,                0.59574,                0.70789,                0.34358,                 2.1296,                 1.2421,                 3.1618,               3.98e-05,               3.98e-05,               3.98e-05
